
d284b456-e63d-4f83-9146-b665a51a7d31,Datenmengen,LF05
d286cecb-82ba-41fc-bc86-8de4d1ac323d,Schadenskategorien,Apokryphen
d2a0f115-9362-4585-9a9a-33f9b2b3aa70,"Beschaffen von Informationen über Auswirkungen auf das eigene Unternehmen, die Branche sowie die Gesellschaft",PV2a
d2ca3ae7-91f4-4e9d-aed5-732651cb1614,Software-Fehler,LF01
d2e83989-34ce-4ade-af41-1c54224de031,Leistungsportfolio,Apokryphen
d2eef6c1-f8d0-4fee-a415-961c59637275,externes Rechenzentrum,Apokryphen
d2f396d6-9dd3-4a5c-a64a-822710f74455,Sourcing,Apokryphen
d31da965-82af-4cb6-ac05-89338c1a9c74,Adressraum (2^128 vs. 2^32),Netzwerktechnik
d321fcca-179f-4260-b141-257b9f4de226,Model View Controller (MVC),PV2a
d38a18d9-440c-4b51-8a19-2011e97c6ac1,Systemsoftware,Apokryphen
d3a80252-e3c9-443e-8d94-7716668c0c17,Wasserfallmodell,Apokryphen
d3bc5887-6f8a-4a73-b53b-724d56914c5f,TLS,Apokryphen
d3ebf486-0fc7-4ce6-bf24-0058dd2eabc0,Elemente Schutzbedarfsfeststellung,LF04
d43ea8f8-f88c-4dab-970a-6e73f64492bf,Datenarten,LF05
d447f0ce-1319-4b94-8c1b-93ed73ba8cdc,Peer-to-Peer-Netz,Apokryphen
d4842b4c-5bb6-44fc-9c4e-4531f82eb68e,IP-Tunneling,Apokryphen
d486dfa6-13a5-4578-9ef9-0c1268518a54,Desktopvirtualisierung,a
d48957a2-999e-44e3-8830-726cada337ec,Spiralmodell,Apokryphen
d4b2e310-d8ec-4060-9d2a-b5082f8cdb1f,Angebot,Wirtschafts und -Sozialkunde
d4d33999-4ba4-45b4-b6fe-92ad05ea1a48,Klassendiagramm,Prüfungsvorbereitung AP1
d4e74f99-6ac4-4385-8d49-8f3da574e05b,TCP,LF03
d5021744-29ce-40a6-b674-451bb4051b21,Ausgabedaten,Apokryphen
d5183b6f-ef29-4f5f-84ae-303f983afa2c,Netzwerksegmentierung,Prüfungsvorbereitung AP1
d547f100-1937-4631-8809-cc31c254ba09,ACID-Prinzipien,PV2a
d5685c11-d37f-4d1d-b9b2-54729f5d8526,Zustandsdiagramm,a
d5ab33a5-4e49-4e73-83b9-f1864bc44027,integrierte Entwicklungsumgebung (IDE),Apokryphen
d5e33b38-a2b2-4d22-936b-3c72f36073a3,Pipes and Filters,PV2a
d5f5b30d-7d5a-4d77-8689-fbbe4b184b20,Public-Key-Infrastruktur,a
d6168e4b-f2e6-49b3-ab5d-69840679cea6,Anweisungsfolge,Apokryphen
d61df4d3-bd7c-42e7-b9a8-8e34bd2be9e1,Effizienz bewerten,a
d62805cb-a2d3-4efe-a4df-b22a97022d96,Aktivitätsdiagramm,a
d62decc4-10db-455f-a51b-2bf440f580d7,"Java-Datenstrukturen (ArrayList, HashMap)",a
d64ad0d5-318b-4244-a6e7-e0b08c56babf,MRP,Apokryphen
d65f5598-22e0-4f96-add5-0aa3e4eb796e,Datenquellen,Apokryphen
d666fb66-f498-4e84-89d0-0c8f3a1ca073,Kardinalitäten,Apokryphen
d6af3ac5-909b-4c24-8c27-c4ef7c7b12d4,Datenbankmanagementsystem,Apokryphen
d6e456c1-98cc-4965-8abb-bdde30fe927c,V-Modell XT,Apokryphen
d716202c-4242-4c83-8f0d-9ce53c4f3c1b,Projektkontrolle,Apokryphen
d7459aac-85f5-4f88-b77c-6e42247bbb93,"Systemlieferung, Installation & Übergabe",LF01
d7565c10-8c87-47fa-b870-66793ea1b972,Arbeitsgerichtsgesetz (ArbGG),LF01_
d76c1347-9b57-4b86-8762-44d14ede9938,Dokumentation,LF08
d7723db6-33ce-42d9-b985-7c58f437829d,3-Schichten-Modell (3-Tier),PV2a
d7a13ebc-9bf7-4548-bbc9-7e9c1698d2be,ASP,Apokryphen
d7a73506-b6a7-497d-bb85-451602cfcc57,Relation,Apokryphen
d7add072-e6d3-48b0-8b94-71c3ea344b28,Sicherheitsprozess,Apokryphen
d7cff745-3cc8-4468-a2e7-872acac953a0,EULA,Apokryphen
d811b00c-3ae9-41f2-9c93-4a1f8358e1bd,cursor,Apokryphen
d835b2a3-b722-45ed-9368-daa352357e7e,Netzwerkvirtualisierung,a
d84d56a0-2fca-490b-a3ce-4bfe112f4246,UDP,LF03
d850d307-19d2-4607-931a-b0dee4cf3dba,digitale Disruption,Apokryphen
d898d9fd-04b1-4a20-a7a0-1c700877c0f0,"NDP (Neighbor Discovery, SLAAC)",Netzwerktechnik
d8a946dc-d6b8-4b3b-a95d-500d298879c8,Nationale - Ebene BDSG,PV2a
d8ba1545-8801-42c2-85f7-1f6155f4dfeb,Protokolle,a
d8efa7b2-56f2-4627-9cab-93182303d95c,Model-View-ViewModel (MVVM),PV2a
d8f4aedb-c97f-4deb-a873-da9afaef44de,Fernwartung,LF04
d8f8ec4e-4ce9-4923-8247-9d4723be7cd1,IP-Adressklassen,Apokryphen
d994c0f7-fc7d-4525-b6b6-78a00015cc30,Teilzeitausbildung,Apokryphen
d9d13685-9574-423e-b1f2-5d42f327dddc,Backup-Systeme,Prüfungsvorbereitung AP1
d9de0c87-95a4-45af-b00d-e186ab2a364d,"Arrays, Listen, Stacks, Queues",a
d9f770ca-a099-48a4-afbb-9da2d3619c12,Sender-Empfänger-Modell,LF06
da3a23a0-a735-4fc8-a3e7-502a066fddad,DML Data Manipulation Language,a
da5c0454-31ee-4128-99ce-c56dd3641d8e,Netzwerkgeräte konfigurieren,LF03
da64645d-746c-44b0-8765-db5f1dd84e55,IT-Grundschutz,Apokryphen
da692020-857e-4de6-8265-fc6f2d06960d,Selektion,Apokryphen
da6bb4bf-39cd-4d03-8d37-6c649d755003,"TracerouteAuswertung (Latenz, Hops)",Netzwerktechnik
da78f62a-958e-4f15-8724-f54e3cfde5bd,Pseudocode,Prüfungsvorbereitung AP1
